,property_type,tenure,built_year,num_beds,num_baths,size_sqft,total_num_units,lat,lng,subzone,planning_area,price
15089,condo,99-year leasehold,2014.0,1.0,1.0,764,280.0,1.27468965,103.84436612952828,tanjong pagar,downtown core,1732500.0
15090,hdb,99-year leasehold,1969.0,2.0,1.0,527,375.360850381067,1.2873011,103.8288312,bukit ho swee,bukit merah,333900.0
15091,semi-detached house,freehold,1998.0,5.0,5.0,5661,375.360850381067,1.3233131,103.84296299566329,balestier,novena,8702400.0
15093,condo,freehold,2025.0,2.0,2.0,786,230.0,1.31730585,103.83260746060152,nassim,tanglin,2310000.0
15094,condo,99-year leasehold,2026.0,4.0,4.0,1959,696.0,1.29142015,103.84426811480154,clarke quay,singapore river,5703600.0
15096,hdb,99-year leasehold,2011.0,3.0,2.0,1011,375.360850381067,1.39186875,103.8777842074398,fernvale,sengkang,451500.0
15097,apartment,freehold,2015.0,1.0,1.0,893,64.0,1.3126951,103.88596849761336,aljunied,geylang,913500.0
15099,hdb,99-year leasehold,2006.0,3.0,2.0,969,375.360850381067,1.3138205,103.87306042155684,boon keng,kallang,774900.0
15100,condo,freehold,2021.0,4.0,3.0,1291,80.0,1.3455515,103.8815143,upper paya lebar,serangoon,2791200.0
15101,condo,freehold,2022.0,3.0,4.0,2034,56.0,1.2987726,103.895798,mountbatten,marine parade,6162400.0
15103,hdb,99-year leasehold,1998.0,4.0,2.0,1515,105.0,1.4450538,103.8235176,sembawang central,sembawang,892500.0
15105,condo,99-year leasehold,2024.0,2.0,1.0,635,564.0,1.3634695,103.7637296284356,hillview,bukit batok,1155000.0
15106,condo,freehold,2014.0,3.0,2.0,1539,156.0,1.31123915,103.82815366202816,orange grove,newton,4813200.0
15107,condo,99-year leasehold,2011.0,3.0,4.0,1722,1129.0,1.2667184,103.811492599035,maritime square,bukit merah,3255000.0
15108,semi-detached house,freehold,2011.0,5.0,3.0,5400,375.360850381067,1.34602025,103.86719776832936,lorong chuan,serangoon,7560000.0
15109,bungalow,99-year leasehold,2010.0,6.0,6.0,11598,375.360850381067,1.2481118,103.8406065,sentosa,southern islands,22890000.0
15111,condo,99-year leasehold,2015.0,4.0,4.0,3411,1040.0,1.28221375,103.80326062094298,depot road,bukit merah,4305000.0
15112,hdb,99-year leasehold,2004.0,4.0,2.0,1270,375.360850381067,1.3653442999999998,103.75258401236262,gombak,bukit batok,681300.0
15113,hdb,99-year leasehold,1978.0,2.0,2.0,721,375.360850381067,1.2740669,103.81045590746972,telok blangah drive,bukit merah,425200.0
15114,condo,99-year leasehold,2020.0,2.0,2.0,743,441.0,1.36150905,103.88733839880416,lorong ah soo,hougang,1386000.0
15115,condo,99-year leasehold,2026.0,3.0,2.0,893,696.0,1.29142015,103.84426811480154,clarke quay,singapore river,2940000.0
15117,hdb,99-year leasehold,1985.0,3.0,3.0,1614,375.360850381067,1.3524952,103.8890035,tai seng,hougang,1048700.0
15118,hdb,99-year leasehold,2016.0,3.0,2.0,1216,375.360850381067,1.4044862,103.89569519226804,matilda,punggol,722400.0
15119,condo,99-year leasehold,2014.0,4.0,3.0,1539,501.0,1.35497695,103.96740285366717,flora drive,pasir ris,2089500.0
15120,semi-detached house,freehold,1985.0,6.0,6.0,7876,21.0,1.3318156,103.947078,bedok north,bedok,8190100.0
15121,condo,99-year leasehold,2024.0,4.0,3.0,1292,171.0,1.3533168,103.7896255,central water catchment,central water catchment,2625000.0
15122,hdb,99-year leasehold,2015.0,3.0,2.0,1205,375.360850381067,1.3957604,103.8882269,anchorvale,sengkang,630000.0
15123,hdb,99-year leasehold,1995.0,3.0,2.0,1367,375.360850381067,1.3628342,103.96225922136,pasir ris drive,pasir ris,693000.0
15124,cluster house,99-year leasehold,2013.0,3.0,3.0,3046,119.0,1.38772155,103.85533387252032,yio chu kang east,ang mo kio,3044300.0
15125,hdb,99-year leasehold,1992.0,4.0,2.0,1517,24.0,1.4184296,103.83838034714525,yishun south,yishun,1050000.0
15126,condo,freehold,2024.0,2.0,2.0,689,200.0,1.2963944,103.89101386970906,mountbatten,marine parade,2052600.0
15128,condo,99-year leasehold,2026.0,1.0,1.0,484,605.0,1.3859375,103.8344656879244,tagore,ang mo kio,892500.0
15129,hdb,99-year leasehold,2015.0,3.0,2.0,990,792.0,1.37910355,103.90168313769144,hougang east,hougang,708800.0
15130,condo,freehold,2022.0,3.0,2.0,1249,52.0,1.3157947,103.8320962933791,nassim,tanglin,3779000.0
15133,condo,freehold,2023.0,2.0,2.0,710,69.0,1.3087662,103.8090654,ridout,tanglin,2110500.0
15134,hdb executive,99-year leasehold,1995.0,4.0,2.0,1593,375.360850381067,1.37431035,103.94747439013013,pasir ris central,pasir ris,933300.0
15135,bungalow,freehold,1970.0,6.0,6.0,5000,375.360850381067,1.3506252,103.8354008,upper thomson,bishan,10500000.0
15136,condo,freehold,2021.2354166666667,4.0,2.0,1496,120.0,1.3129422000000002,103.84155234754564,moulmein,novena,4607400.0
15137,condo,freehold,2022.0,1.0,1.0,452,35.0,1.3178852,103.8350769,malcolm,novena,1282000.0
15138,condo,freehold,2024.0,2.0,2.0,764,633.0,1.3393381,103.7638932,bukit batok south,bukit batok,1801800.0
15140,hdb,99-year leasehold,1984.0,2.0,2.0,721,375.360850381067,1.34203035,103.73682432904413,yuhua east,jurong east,404200.0
15141,hdb,99-year leasehold,1986.0,3.0,2.0,904,375.360850381067,1.3527087999999998,103.86969435,serangoon central,serangoon,533400.0
15142,condo,99-year leasehold,2026.0,4.0,3.0,1356,115.0,1.3404645,103.88373309629344,joo seng,toa payoh,2505300.0
15143,hdb,99-year leasehold,2001.0,3.0,2.0,1184,375.360850381067,1.39287405,103.89755906298302,sengkang town centre,sengkang,629000.0
15144,condo,freehold,2016.0,3.0,2.0,1184,130.0,1.2985638,103.88440785352569,tanjong rhu,kallang,2886400.0
15145,hdb,99-year leasehold,2017.0,3.0,2.0,1216,524.0,1.37632325,103.74779812448816,keat hong,choa chu kang,714000.0
15146,condo,freehold,2011.0,4.0,4.0,4176,62.0,1.3146662999999998,103.84480963892116,moulmein,novena,7103400.0
15147,condo,freehold,2023.0,3.0,3.0,1292,39.0,1.3058321,103.8382586,cairnhill,newton,3783200.0
15148,condo,freehold,2024.0,3.0,2.0,872,85.0,1.3307095,103.8683907,potong pasir,toa payoh,1879500.0
15150,condo,freehold,2025.0,3.0,2.0,1066,24.0,1.309875,103.9119259,frankel,bedok,2139900.0
15152,apartment,freehold,2023.0,3.0,2.0,1130,58.0,1.3164313,103.8575321,lavender,kallang,2248000.0
15153,condo,99-year leasehold,2023.0,4.0,4.0,1528,378.0,1.3124025,103.84117158557598,moulmein,novena,3416700.0
15154,condo,freehold,2025.0,2.0,2.0,700,319.0,1.310429,103.80282102340084,leedon park,bukit timah,1890000.0
15155,condo,freehold,2025.0,3.0,2.0,936,319.0,1.310429,103.80282102340084,leedon park,bukit timah,2627200.0
15157,hdb,99-year leasehold,2017.0,3.0,2.0,1011,375.360850381067,1.315951,103.7646195,clementi central,clementi,1047900.0
15158,executive condo,99-year leasehold,2027.0,3.0,2.0,1001,616.0,1.4349279,103.8452818,yishun east,yishun,1228500.0
15159,hdb,99-year leasehold,1996.0,4.0,2.0,1313,73.0,1.35491165,103.96189038479493,tampines east,tampines,729800.0
15160,hdb,99-year leasehold,1999.0,3.0,2.0,1302,375.360850381067,1.4374187,103.7974567,woodlands east,woodlands,630000.0
15161,condo,freehold,2025.0,2.0,2.0,797,230.0,1.31730585,103.83260746060152,nassim,tanglin,2320500.0
15162,hdb,99-year leasehold,2000.0,3.0,2.0,1097,375.360850381067,1.4388794,103.8032806,woodlands east,woodlands,525000.0
15163,hdb,99-year leasehold,1986.0,4.0,2.0,1560,375.360850381067,1.42607355,103.8299186918859,yishun west,yishun,766500.0
15165,condo,freehold,2024.0,2.0,2.0,689,633.0,1.3393381,103.7638932,bukit batok south,bukit batok,1457400.0
15166,condo,freehold,2015.0,2.0,1.0,1001,75.0,1.30275715,103.8466343,mount emily,rochor,1837500.0
15167,hdb,99-year leasehold,1979.0,2.0,2.0,732,190.0,1.30093775,103.8539812,victoria,rochor,609000.0
15168,condo,freehold,2023.0,4.0,3.0,1270,85.0,1.3120762,103.8040548,tyersall,tanglin,3654000.0
15169,hdb,99-year leasehold,1998.0,3.0,2.0,1076,143.0,1.3784956,103.7667077,jelebu,bukit panjang,629000.0
15170,condo,99-year leasehold,2023.0,3.0,2.0,1109,1074.0,1.304855,103.77377633404797,dover,queenstown,2801400.0
15171,semi-detached house,freehold,1985.7777777777778,6.0,7.0,5800,375.360850381067,1.3175779,103.7861756,ulu pandan,bukit timah,12474000.0
15172,condo,freehold,1987.0,3.0,2.0,1485,9.0,1.2830642,103.8300118,tiong bahru,bukit merah,2814000.0
15173,hdb,99-year leasehold,2000.0,3.0,2.0,1138,99.0,1.4522408,103.81524617132892,sembawang north,sembawang,513300.0
15174,townhouse,99-year leasehold,2017.0,5.0,5.0,3853,748.0,1.32344785,103.94498453481926,bedok south,bedok,4819500.0
15175,hdb,99-year leasehold,2017.0,2.0,2.0,721,993.0,1.4332343,103.8015285,woodlands east,woodlands,460800.0
15176,semi-detached house,freehold,2013.0,5.0,5.0,5390,375.360850381067,1.3307918,103.7577266,toh tuck,clementi,6457500.0
15177,hdb,99-year leasehold,1988.0,3.0,2.0,1162,375.360850381067,1.35076885,103.93126328074608,tampines west,tampines,577500.0
15178,hdb,99-year leasehold,2017.0,2.0,2.0,1216,375.360850381067,1.34410145,103.7463929162677,bukit batok south,bukit batok,931200.0
15179,condo,freehold,2023.0,3.0,3.0,969,276.0,1.3578738,103.9695628,changi west,changi,1851200.0
15180,hdb,99-year leasehold,1999.0,3.0,2.0,1280,375.360850381067,1.3848662,103.7666294,saujana,bukit panjang,680400.0
15181,condo,99-year leasehold,2026.0,3.0,2.0,1076,448.0,1.44002835,103.82774103667388,sembawang springs,sembawang,1470000.0
15182,hdb,99-year leasehold,2001.0,3.0,2.0,1130,375.360850381067,1.3281476,103.8602173,balestier,novena,774900.0
15183,condo,99-year leasehold,2005.0,2.0,2.0,1615,136.0,1.31057,103.83189225803662,orange grove,newton,3360000.0
15184,condo,freehold,2025.0,1.0,1.0,527,376.0,1.29410615,103.83673469533848,institution hill,river valley,1606500.0
15185,condo,99-year leasehold,2012.0,2.0,2.0,937,646.0,1.34054905,103.95594719752911,simei,tampines,1239000.0
15186,condo,99-year leasehold,2024.0,2.0,2.0,700,564.0,1.3634695,103.7637296284356,hillview,bukit batok,1312500.0
15188,hdb,99-year leasehold,2016.0,3.0,2.0,1001,375.360850381067,1.4176134,103.8440696719844,lower seletar,yishun,556500.0
15189,condo,99-year leasehold,2017.0,1.0,1.0,635,748.0,1.32344785,103.94498453481926,bedok south,bedok,963900.0
15191,condo,freehold,2011.0,3.0,3.0,1507,180.0,1.28297115,103.78369562563311,pasir panjang 1,queenstown,2940000.0
15192,hdb,99-year leasehold,1997.0,3.0,2.0,1302,99.0,1.3577505,103.96188606742564,tampines east,tampines,682500.0
15193,hdb,99-year leasehold,2017.0,3.0,2.0,1001,870.0,1.35200965,103.74122046968948,brickworks,bukit batok,735000.0
15194,bungalow,freehold,1985.0,5.0,4.0,4000,375.360850381067,1.2913032,103.8053803,mei chin,queenstown,11550000.0
15195,hdb,99-year leasehold,1994.0,4.0,3.0,1582,375.360850381067,1.4297533,103.77859794929684,woodgrove,woodlands,945000.0
15198,hdb,99-year leasehold,1989.0,4.0,2.0,1302,128.0,1.384261,103.7695606816211,fajar,bukit panjang,756000.0
15199,hdb,99-year leasehold,1970.0,3.0,2.0,710,375.360850381067,1.3364868,103.8588206072868,pei chun,toa payoh,357000.0
15201,condo,99-year leasehold,2023.0,2.0,1.0,700,774.0,1.28301625,103.83988698554164,pearl's hill,outram,2045400.0
15202,condo,99-year leasehold,2027.0,2.0,2.0,700,158.0,1.3252767,103.9326308,bedok north,bedok,1312500.0
15204,hdb,99-year leasehold,2003.0,3.0,3.0,979,375.360850381067,1.28153045,103.82559108890976,tiong bahru station,bukit merah,945000.0
15205,condo,99-year leasehold,2024.0,4.0,5.0,3272,558.0,1.29841635,103.85717773862802,bugis,downtown core,14973000.0
15206,condo,99-year leasehold,2023.0,3.0,3.0,1507,455.0,1.3027702,103.8694351,tanjong rhu,kallang,4617900.0
15207,condo,freehold,2022.0,2.0,2.0,797,64.0,1.31000285,103.83069647452832,orange grove,newton,2904600.0
15209,hdb,99-year leasehold,1978.0,3.0,2.0,1055,214.0,1.331026,103.93823329489688,bedok north,bedok,525000.0
15210,condo,freehold,1992.0,4.0,3.0,1657,596.0,1.3693479,103.7643824,gombak,bukit batok,2814000.0
15211,hdb,99-year leasehold,2003.0,3.0,2.0,990,375.360850381067,1.3080632,103.78311322475882,dover,queenstown,735000.0
15213,condo,freehold,2026.0,3.0,3.0,1087,25.0,1.3154751,103.8411131,moulmein,novena,3078900.0
15215,hdb,99-year leasehold,2017.0,3.0,2.0,1000,688.0,1.4165054,103.8436255,lower seletar,yishun,525000.0
15216,hdb,99-year leasehold,1999.0,4.0,2.0,1518,76.0,1.4027297,103.7502941,yew tee,choa chu kang,732900.0
15217,terraced house,99-year leasehold,2011.904761904762,4.0,5.0,3735,78.0,1.3874898,103.8570817,yio chu kang east,ang mo kio,4498200.0
15218,apartment,99-year leasehold,2021.0,3.0,2.0,1012,450.0,1.29314065,103.83767042389816,institution hill,river valley,2992500.0
15219,condo,freehold,2021.0,2.0,2.0,742,80.0,1.3455515,103.8815143,upper paya lebar,serangoon,1777400.0
15221,apartment,99-year leasehold,2015.0,2.0,2.0,1055,1723.0,1.31525305,103.80335348540277,farrer court,bukit timah,2100000.0
15223,condo,99-year leasehold,2023.0,1.0,1.0,517,378.0,1.3124025,103.84117158557598,moulmein,novena,1304100.0
15224,bungalow,freehold,1976.0,6.0,8.0,12238,375.360850381067,1.3163772,103.8037675,farrer court,bukit timah,23940000.0
15225,hdb,99-year leasehold,1987.0,3.0,2.0,1302,375.360850381067,1.4180703,103.8387971,yishun south,yishun,609000.0
15226,condo,99-year leasehold,2026.0,5.0,7.0,4306,351.0,1.2739587,103.84363531310518,anson,downtown core,17138100.0
15227,semi-detached house,freehold,2013.7166666666667,6.0,6.0,4500,375.360850381067,1.3870489,103.872999,seletar hills,serangoon,6486700.0
15228,bungalow,freehold,1970.0,5.0,4.0,4500,96.0,1.3218405,103.7542096,faber,clementi,16800000.0
15229,condo,99-year leasehold,2023.0,2.0,2.0,689,378.0,1.3124025,103.84117158557598,moulmein,novena,1457400.0
15230,hdb,99-year leasehold,1988.0,4.0,2.0,1528,71.0,1.4254052,103.84562058425318,yishun east,yishun,1058400.0
15231,semi-detached house,freehold,2008.8552631578948,4.0,3.0,4000,375.360850381067,1.3310043,103.8073633,hillcrest,bukit timah,8925000.0
15232,cluster house,freehold,2019.0,6.0,6.0,3848,80.0,1.46158175,103.83949906633782,sembawang straits,sembawang,3768100.0
15234,semi-detached house,99-year leasehold,1977.0,4.0,4.0,5990,375.360850381067,1.3862854,103.9376076,pasir ris wafer fab park,pasir ris,6300000.0
15236,hdb,99-year leasehold,1972.0,1.0,1.0,699,375.360850381067,1.32594485,103.92218540126314,kembangan,bedok,378000.0
15237,executive condo,99-year leasehold,2016.0,3.0,2.0,1377,618.0,1.4033731,103.90400087262664,matilda,punggol,1995000.0
15238,condo,99-year leasehold,2022.0,1.0,1.0,700,192.0,1.30358825,103.82516875239632,tanglin,orchard,1995000.0
15239,condo,99-year leasehold,2014.0,2.0,2.0,980,1145.0,1.3523019,103.88158307576512,lorong ah soo,hougang,1344000.0
15241,hdb,99-year leasehold,2008.0,3.0,2.0,1184,375.360850381067,1.3358495,103.69486230764984,yunnan,jurong west,554400.0
15242,condo,99-year leasehold,2023.0,3.0,3.0,1098,774.0,1.28301625,103.83988698554164,pearl's hill,outram,3252900.0
15243,hdb,99-year leasehold,2015.0,3.0,2.0,990,738.0,1.4561723999999998,103.81437923358388,sembawang north,sembawang,522900.0
15244,condo,freehold,2024.0,2.0,2.0,850,24.0,1.3087662,103.8090654,ridout,tanglin,2335100.0
15246,condo,freehold,2026.0,2.0,1.0,549,137.0,1.3159484,103.8575892,lavender,kallang,1050000.0
15247,condo,99-year leasehold,2023.0,3.0,3.0,1184,774.0,1.28301625,103.83988698554164,pearl's hill,outram,3033400.0
15249,hdb,99-year leasehold,2017.0,3.0,2.0,1001,1179.0,1.3095995,103.78404524621212,ghim moh,queenstown,997500.0
15250,executive condo,99-year leasehold,2017.0,3.0,2.0,1001,747.0,1.4011046500000002,103.9164636157126,waterway east,punggol,775800.0
15251,condo,99-year leasehold,2025.0,2.0,2.0,947,296.0,1.3116278,103.79388546155636,holland drive,queenstown,2878200.0
15252,condo,99-year leasehold,2026.0,4.0,3.0,1500,605.0,1.3859375,103.8344656879244,tagore,ang mo kio,2403400.0
15253,condo,freehold,2024.0,4.0,3.0,1259,660.0,1.3306509,103.7670572,sunset way,clementi,2292200.0
15254,semi-detached house,freehold,1998.842105263158,5.0,6.0,5806,375.360850381067,1.2788952,103.84147365808892,chinatown,outram,7875000.0
15255,condo,99-year leasehold,2020.0,2.0,2.0,689,626.0,1.35516795,103.92965066839812,tampines west,tampines,997500.0
15256,hdb,99-year leasehold,2017.0,3.0,2.0,1001,1030.0,1.44985375,103.8329722475033,sembawang east,sembawang,617400.0
15257,condo,freehold,2024.0,3.0,3.0,936,660.0,1.3306509,103.7670572,sunset way,clementi,1785000.0
15258,condo,freehold,2015.0,2.0,2.0,904,62.0,1.3059135,103.8378793,cairnhill,newton,2415000.0
15260,hdb,99-year leasehold,2015.0,2.0,2.0,646,375.360850381067,1.31948065,103.76552678342163,clementi north,clementi,765300.0
15262,bungalow,freehold,1990.0,5.0,5.0,9350,375.360850381067,1.3197144,103.8299065,malcolm,novena,15456000.0
15263,executive condo,99-year leasehold,2016.0,3.0,2.0,883,378.0,1.3994746500000002,103.91255569721956,waterway east,punggol,1050000.0
15264,hdb,99-year leasehold,2015.0,3.0,2.0,1001,578.0,1.4505108,103.8272249,admiralty,sembawang,567000.0
15265,hdb,99-year leasehold,2013.0,2.0,2.0,1022,375.360850381067,1.2828631499999998,103.82954689078773,tiong bahru,bukit merah,997500.0
15266,condo,freehold,2023.0,3.0,3.0,1163,340.0,1.3159611,103.836848,moulmein,novena,3386200.0
15267,condo,freehold,2024.0,3.0,2.0,1109,200.0,1.2963944,103.89101386970906,mountbatten,marine parade,3021900.0
15268,hdb,99-year leasehold,1989.0,3.0,2.0,1109,91.0,1.3600851,103.9583604,tampines east,tampines,598500.0
15269,condo,freehold,2023.0,1.0,1.0,474,638.0,1.3123637,103.80327091227252,farrer court,bukit timah,1417500.0
15271,condo,99-year leasehold,2026.0,4.0,5.0,2293,372.0,1.369097,103.833145230925,shangri-la,ang mo kio,5893600.0
15272,condo,freehold,2023.0,2.0,1.0,538,638.0,1.3123637,103.80327091227252,farrer court,bukit timah,1617000.0
15274,hdb,99-year leasehold,2018.0,3.0,2.0,1000,405.0,1.3249096,103.85559309602272,balestier,novena,866200.0
15275,condo,99-year leasehold,2010.0,3.0,3.0,1711,264.0,1.2438067,103.84229522949894,sentosa,southern islands,3234000.0
15276,semi-detached house,99-year leasehold,1999.0978260869565,5.0,5.0,3200,375.360850381067,1.3602446499999998,103.86511076372146,serangoon garden,serangoon,6392400.0
15277,condo,99-year leasehold,2022.0,2.0,2.0,752,729.0,1.33740345,103.8645277169664,potong pasir,toa payoh,1575000.0
15278,semi-detached house,freehold,1994.0,4.0,4.0,3200,49.0,1.3386048,103.95578,simei,tampines,4410000.0
15279,condo,freehold,2023.0,2.0,2.0,667,340.0,1.3159611,103.836848,moulmein,novena,1941400.0
15280,condo,99-year leasehold,2026.0,1.0,1.0,463,351.0,1.2739587,103.84363531310518,anson,downtown core,1562400.0
15281,condo,freehold,2014.0,1.0,1.0,377,44.0,1.31784655,103.82616674980716,nassim,tanglin,1016400.0
15282,semi-detached house,freehold,1977.0,3.0,3.0,2800,375.360850381067,1.3521339,103.9644118,tampines east,tampines,5355000.0
15283,condo,99-year leasehold,2016.0,1.0,1.0,495,338.0,1.29856205,103.76456033459422,clementi west,clementi,911400.0
15284,hdb,99-year leasehold,1975.0,3.0,2.0,1313,375.360850381067,1.3055407,103.9130303379668,marine parade,marine parade,859600.0
15285,hdb,99-year leasehold,2018.0,2.0,2.0,731,576.0,1.3681798,103.85754896424145,chong boon,ang mo kio,609000.0
15286,condo,freehold,2024.0,2.0,1.0,678,592.0,1.3005809,103.89939364290174,marine parade,marine parade,1878400.0
15287,hdb,99-year leasehold,2016.0,3.0,2.0,1216,375.360850381067,1.4044862,103.89569519226804,matilda,punggol,806400.0
15288,condo,99-year leasehold,2011.0,3.0,2.0,1539,1129.0,1.2667184,103.811492599035,maritime square,bukit merah,2887500.0
15289,good class bungalow,freehold,2000.0,4.0,4.0,3000,12.0,1.3154771,103.8197248,nassim,tanglin,99750000.0
15291,hdb executive,99-year leasehold,1992.0,4.0,3.0,1572,73.0,1.3572264500000002,103.8496611717976,marymount,bishan,1155000.0
15292,bungalow,99-year leasehold,1984.0,5.0,5.0,8200,375.360850381067,1.3232574,103.77029142644544,sunset way,clementi,13629000.0
15293,executive condo,99-year leasehold,2027.0,3.0,2.0,969,616.0,1.4349279,103.8452818,yishun east,yishun,1199100.0
